200 200
86 162 1
115 136 2
164 125 1
160 44 2
120 51 1
159 1 2
31 138 1
128 194 2
127 121 1
38 12 2
59 18 1
143 18 2
76 120 1
130 128 2
131 94 1
138 85 2
62 102 1
106 126 2
96 60 1
131 110 2
77 112 1
104 19 2
98 19 1
149 151 2
78 1 1
119 84 2
55 27 1
135 60 2
46 175 1
123 154 2
45 56 1
111 128 2
72 102 1
73 158 2
150 82 1
194 102 2
110 134 1
90 31 2
137 147 1
83 19 2
81 37 1
167 143 2
181 120 1
92 142 2
86 90 1
22 69 2
103 145 1
75 126 2
100 27 1
129 149 2
35 179 1
2 197 2
198 192 1
51 155 2
86 107 1
29 0 2
11 93 1
18 24 2
16 149 1
135 170 2
139 9 1
150 68 2
187 134 1
55 189 2
120 136 1
197 111 2
89 93 1
4 37 2
76 86 1
182 53 2
13 86 1
2 179 2
181 23 1
115 110 2
183 117 1
180 10 2
48 68 1
131 38 2
138 190 1
160 79 2
53 160 1
21 170 2
106 158 1
96 133 2
30 116 1
175 74 2
22 64 1
193 6 2
159 43 1
142 132 2
150 97 1
131 129 2
154 118 1
9 164 2
32 101 1
172 180 2
169 184 1
95 130 2
144 32 1
189 0 2
157 67 1
150 170 2
88 187 1
129 188 2
15 185 1
51 109 2
194 90 1
136 56 2
84 6 1
77 180 2
158 157 1
1 160 2
105 80 1
34 0 2
139 65 1
25 79 2
17 97 1
185 193 2
120 183 1
12 54 2
65 10 1
2 194 2
108 9 1
151 109 2
133 122 1
20 73 2
125 86 1
154 180 2
196 180 1
15 100 2
20 161 1
148 148 2
31 80 1
9 66 2
34 128 1
48 155 2
36 85 1
161 179 2
36 133 1
69 181 2
170 103 1
48 6 2
33 162 1
43 97 2
56 100 1
41 157 2
14 21 1
142 8 2
5 91 1
48 159 2
131 33 1
107 122 2
181 15 1
38 28 2
28 12 1
71 192 2
150 48 1
149 164 2
158 82 1
91 53 2
193 30 1
175 166 2
184 129 1
130 3 2
182 108 1
147 86 2
5 143 1
108 50 2
99 190 1
114 29 2
196 134 1
57 72 2
107 18 1
104 106 2
101 180 1
103 17 2
145 141 1
108 164 2
78 5 1
16 80 2
53 105 1
154 173 2
36 125 1
137 93 2
114 36 1
197 23 2
43 74 1
135 169 2
100 38 1
17 98 2
63 42 1
98 117 2
17 77 1
145 72 2
110 137 1
113 192 2
145 76 1
97 11 2
144 105 1
134 176 2
56 196 1
41 112 2
128 22 1
2 79 2
105 115 1
90 70 2
62 88 1
107 127 2
186 188 1
31 103 2
104 134 1
60 44 2
150 16 1
182 124 2
101 80 1
170 1 2
155 173 1
106 190 2
144 56 1
179 114 2
75 140 1
148 25 2
168 111 1
171 190 2
124 105 1
40 31 2
102 128 1
186 87 2
108 155 1
44 101 2
97 189 1
173 101 2
187 26 1
166 135 2
43 77 1
109 23 2
48 51 1
8 79 2
195 69 1
1 3 2
62 155 1
111 96 2
12 29 1
128 159 2
43 40 1
42 164 2
155 22 1
112 145 2
71 122 1
171 40 2
15 178 1
91 156 2
101 43 1
107 168 2
35 128 1
82 51 2
112 40 1
34 168 2
109 24 1
100 177 2
37 75 1
7 197 2
188 187 1
108 125 2
157 107 1
107 78 2
80 86 1
158 21 2
24 79 1
41 150 2
186 131 1
6 85 2
40 18 1
119 126 2
94 25 1
80 46 2
7 177 1
108 196 2
121 75 1
51 115 2
140 17 1
124 9 2
165 30 1
83 142 2
100 94 1
155 5 2
8 43 1
163 104 2
181 141 1
193 142 2
62 122 1
47 190 2
23 33 1
139 124 2
112 42 1
32 24 2
15 156 1
37 1 2
98 182 1
142 72 2
107 97 1
10 164 2
34 106 1
0 124 2
75 56 1
176 80 2
74 90 1
17 79 2
86 77 1
101 110 2
36 186 1
73 89 2
135 94 1
170 192 2
187 144 1
132 88 2
183 168 1
21 33 2
152 68 1
14 18 2
35 142 1
85 10 2
106 178 1
29 194 2
43 33 1
181 96 2
161 176 1
145 104 2
179 131 1
166 12 2
43 14 1
91 89 2
199 89 1
61 89 2
111 88 1
196 141 2
152 190 1
76 91 2
185 15 1
77 86 2
133 83 1
89 58 2
95 102 1
23 129 2
176 194 1
163 61 2
55 60 1
167 59 2
75 175 1
171 122 2
42 195 1
191 189 2
125 92 1
49 111 2
131 81 1
199 8 2
62 91 1
77 80 2
82 27 1
59 166 2
21 96 1
64 103 2
77 114 1
183 191 2
55 174 1
17 10 2
57 23 1
38 37 2
60 110 1
25 15 2
40 182 1
133 2 2
123 88 1
154 63 2
104 148 1
96 155 2
153 163 1
71 117 2
63 8 1
103 21 2
10 103 1
64 70 2
185 163 1
62 79 2
111 54 1
26 155 2
176 135 1
103 176 2
29 40 1
76 48 2
113 114 1
146 34 2
143 152 1
167 119 2
158 0 1
183 134 2
172 25 1
154 167 2
198 166 1
28 39 2
23 11 1
42 139 2
84 37 1
2 24 2
22 179 1
147 132 2
90 138 1
27 80 2
163 192 1
126 37 2
196 44 1
137 97 2
178 3 1
104 153 2
0 129 1
178 182 2
142 198 1
133 64 2
153 136 1
173 198 2
104 121 1
72 130 2
161 103 1
82 132 2
108 22 1
144 162 2
22 59 1
83 167 2
6 127 1
96 64 2
161 154 1
109 25 2
93 126 1
38 108 2
34 62 1
40 154 2
128 121 1
140 124 2
22 23 1
7 71 2
114 152 1
64 20 2
112 19 1
62 15 2
197 38 1
16 62 2
118 142 1
161 180 2
16 177 1
47 30 2
101 169 1
91 44 2
37 146 1
29 161 2
45 70 1
189 120 2
184 36 1
84 10 2
37 105 1
152 155 2
156 92 1
128 157 2
74 28 1
123 42 2
48 115 1
197 159 2
29 154 1
59 181 2
171 96 1
122 9 2
195 88 1
44 51 2
183 14 1
120 173 2
57 2 1
81 13 2
122 3 1
160 184 2
189 137 1
102 29 2
166 102 1
190 169 2
43 128 1
42 16 2
193 84 1
164 157 2
21 121 1
21 189 2
80 95 1
60 86 2
93 181 1
118 93 2
135 28 1
59 69 2
197 74 1
162 119 2
109 50 1
11 175 2
117 189 1
3 78 2
6 155 1
7 195 2
67 100 1
99 186 2
188 24 1
65 193 2
23 42 1
164 106 2
73 178 1
76 139 2
77 178 1
170 68 2
159 94 1
70 122 2
138 168 1
125 25 2
48 125 1
124 39 2
72 25 1
70 84 2
90 113 1
92 84 2
78 113 1
15 106 2
195 193 1
90 191 2
127 160 1
33 191 2
184 47 1
19 95 2
181 129 1
181 175 2
78 42 1
57 170 2
57 8 1
2 52 2
61 17 1
136 59 2
122 6 1
122 162 2
65 28 1
52 74 2
116 193 1
124 123 2
64 88 1
48 24 2
165 155 1
193 35 2
84 69 1
15 26 2
85 38 1
136 113 2
93 51 1
182 150 2
173 135 1
68 110 2
164 62 1
125 193 2
123 1 1
157 168 2
20 123 1
110 186 2
12 180 1
86 43 2
6 26 1
125 46 2
123 108 1
93 55 2
152 22 1
136 167 2
131 44 1
55 88 2
115 153 1
6 64 2
32 117 1
152 98 2
92 188 1
0 43 2
153 59 1
28 18 2
50 16 1
127 171 2
66 169 1
0 187 2
34 153 1
120 0 2
115 157 1
29 94 2
116 35 1
187 90 2
135 65 1
8 131 2
59 125 1
51 36 2
150 71 1
9 63 2
81 162 1
76 75 2
152 138 1
50 131 2
120 29 1
48 59 2
154 158 1
135 64 2
70 60 1
50 36 2
162 16 1
109 54 2
38 106 1
101 155 2
86 6 1
158 64 2
167 167 1
171 74 2
196 64 1
170 82 2
114 170 1
114 37 2
98 161 1
53 24 2
108 154 1
139 37 2
136 3 1
112 15 2
6 152 1
59 108 2
96 25 1
163 129 2
23 69 1
116 113 2
25 154 1
101 84 2
181 21 1
130 147 2
177 74 1
101 30 2
176 45 1
120 143 2
43 175 1
93 149 2
121 16 1
133 8 2
74 184 1
134 96 2
160 191 1
25 123 2
118 5 1
144 124 2
190 76 1
182 48 2
116 36 1
155 42 2
96 113 1
142 83 2
115 177 1
159 181 2
113 77 1
28 57 2
10 123 1
192 114 2
53 96 1
52 175 2
93 26 1
187 165 2
74 31 1
75 96 2
7 80 1
153 34 2
49 26 1
135 114 2
137 188 1
38 196 2
9 97 1
53 170 2
3 186 1
50 150 2
183 50 1
172 48 2
125 72 1
37 175 2
171 189 1
19 169 2
153 116 1
2 30 2
163 87 1
16 92 2
187 78 1
139 180 2
50 169 1
145 21 2
7 173 1
109 91 2
108 83 1
119 96 2
135 77 1
10 194 2
3 192 1
14 131 2
177 85 1
139 97 2
157 154 1
8 75 2
0 90 1
69 193 2
19 118 1
179 139 2
129 62 1
75 50 2
87 148 1
86 98 2
40 112 1
44 153 2
40 113 1
44 77 2
11 172 1
149 90 2
161 156 1
123 30 2
156 136 1
133 63 2
22 168 1
27 12 2
175 81 1
50 78 2
168 136 1
188 102 2
107 195 1
71 89 2
144 67 1
34 182 2
24 138 1
127 126 2
193 133 1
115 51 2
115 96 1
110 167 2
144 180 1
131 170 2
140 49 1
82 181 2
186 180 1
139 86 2
33 29 1
125 190 2
124 145 1
94 142 2
65 133 1
51 165 2
80 109 1
1 52 2
191 148 1
71 25 2
177 64 1
4 43 2
132 85 1
1 13 2
115 143 1
124 116 2
66 89 1
171 140 2
8 25 1
11 22 2
42 137 1
134 163 2
157 162 1
98 90 2
27 49 1
151 36 2
36 121 1
12 67 2
69 140 1
12 105 2
25 70 1
9 130 2
55 4 1
56 80 2
134 197 1
96 76 2
93 37 1
17 1 2
57 149 1
191 78 2
79 36 1
73 144 2
76 124 1
3 7 2
197 56 1
96 52 2
6 156 1
65 64 2
197 71 1
34 126 2
165 74 1
30 60 2
172 119 1
125 79 2
129 5 1
83 123 2
76 170 1
92 98 2
193 48 1
161 21 2
101 72 1
99 176 2
9 173 1
70 109 2
94 130 1
133 196 2
94 57 1
92 180 2
50 187 1
82 133 2
167 14 1
75 143 2
149 62 1
60 46 2
125 38 1
88 103 2
72 101 1
169 149 2
96 3 1
152 50 2
175 17 1
139 99 2
87 150 1
14 59 2
149 55 1
141 121 2
178 6 1
178 89 2
45 171 1
103 191 2
66 181 1
141 196 2
11 71 1
181 59 2
120 10 1
145 137 2
75 71 1
59 83 2
141 122 1
74 177 2
152 168 1
115 190 2
178 0 1
106 142 2
126 114 1
124 43 2
44 186 1
81 158 2
182 179 1
162 110 2
3 13 1
29 11 2
82 128 1
4 36 2
76 113 1
195 32 2
43 163 1
23 120 2
110 132 1
192 22 2
47 81 1
126 140 2
73 26 1
127 167 2
54 40 1
161 76 2
87 63 1
66 19 2
143 181 1
95 131 2
156 80 1
59 64 2
75 176 1
101 94 2
185 9 1
180 56 2
184 50 1
133 139 2
150 136 1
113 124 2
199 50 1
60 21 2
118 196 1
40 150 2
16 55 1
77 67 2
49 108 1
39 62 2
132 124 1
176 78 2
136 174 1
37 129 2
33 23 1
23 185 2
102 191 1
119 6 2
137 87 1
165 123 2
131 195 1
34 58 2
54 82 1
75 106 2
49 103 1
55 87 2
25 37 1
74 72 2
39 165 1
194 84 2
32 140 1
17 69 2
40 198 1
145 78 2
151 187 1
173 154 2
105 52 1
10 176 2
189 109 1
122 28 2
122 149 1
74 41 2
120 167 1
112 183 2
62 39 1
86 148 2
95 93 1
46 59 2
183 153 1
100 158 2
3 48 1
14 154 2
145 146 1
181 10 2
46 85 1
114 59 2
73 140 1
81 186 2
139 173 1
183 196 2
160 55 1
159 121 2
100 173 1
88 43 2
115 186 1
63 9 2
146 23 1
52 112 2
183 44 1
101 162 2
30 57 1
83 195 2
184 57 1
186 187 2
89 34 1
121 90 2
185 124 1
98 107 2
133 197 1
167 112 2
168 34 1
160 22 2
106 175 1
61 171 2
88 192 1
38 46 2
88 117 1
112 22 2
171 34 1
186 21 2
39 164 1
21 43 2
81 194 1
189 199 2
103 163 1
129 84 2
126 31 1
123 14 2
163 77 1
79 147 2
17 70 1
119 69 2
105 197 1
81 189 2
96 47 1
33 106 2
177 88 1
128 184 2
14 135 1
126 134 2
180 33 1
61 30 2
97 177 1
166 138 2
151 183 1
159 109 2
151 2 1
147 185 2
182 199 1
197 52 2
84 92 1
81 181 2
111 194 1
148 71 2
2 175 1
41 63 2
163 111 1
56 120 2
101 116 1
100 96 2
189 196 1
113 166 2
129 182 1
129 13 2
177 186 1
168 39 2
178 22 1
6 12 2
192 107 1
126 9 2
16 104 1
34 159 2
0 128 1
87 171 2
186 133 1
113 141 2
13 42 1
101 108 2
131 192 1
56 122 2
28 121 1
135 1 2
114 109 1
85 102 2
43 182 1
61 153 2
46 182 1
186 68 2
60 176 1
199 27 2
123 133 1
62 148 2
184 33 1
110 58 2
22 139 1
143 70 2
68 37 1
178 144 2
37 23 1
55 37 2
181 125 1
139 63 2
184 22 1
37 74 2
129 160 1
80 53 2
82 126 1
149 42 2
21 72 1
101 130 2
162 192 1
141 84 2
164 162 1
179 102 2
111 24 1
134 175 2
102 192 1
15 146 2
116 122 1
161 27 2
8 163 1
83 17 2
186 174 1
184 13 2
174 189 1
47 100 2
116 194 1
7 163 2
162 10 1
41 73 2
62 70 1
136 94 2
117 6 1
135 8 2
104 80 1
29 93 2
10 67 1
32 114 2
114 30 1
183 122 2
39 166 1
199 6 2
194 24 1
33 123 2
176 62 1
139 125 2
197 154 1
108 143 2
141 147 1
59 32 2
178 115 1
199 136 2
117 176 1
175 6 2
112 146 1
92 170 2
126 33 1
90 11 2
102 42 1
185 190 2
30 49 1
46 144 2
107 51 1
30 160 2
143 63 1
168 187 2
161 102 1
180 41 2
33 176 1
86 177 2
91 104 1
196 105 2
120 50 1
24 28 2
78 109 1
30 9 2
50 88 1
116 45 2
128 73 1
182 106 2
131 87 1
170 46 2
138 184 1
82 125 2
80 22 1
176 94 2
157 117 1
131 187 2
139 142 1
54 88 2
81 145 1
111 136 2
54 85 1
111 100 2
82 197 1
78 9 2
69 133 1
179 190 2
164 23 1
24 56 2
189 74 1
99 192 2
81 74 1
35 153 2
195 57 1
130 69 2
138 77 1
171 20 2
154 175 1
102 121 2
144 175 1
181 65 2
56 165 1
148 32 2
161 160 1
73 5 2
167 84 1
64 76 2
133 175 1
63 81 2
99 7 1
166 120 2
124 63 1
150 76 2
51 72 1
117 116 2
137 170 1
78 25 2
43 153 1
112 103 2
34 155 1
65 138 2
29 165 1
108 162 2
156 55 1
122 114 2
105 73 1
138 141 2
75 30 1
82 150 2
152 130 1
135 7 2
134 52 1
184 21 2
77 109 1
71 20 2
117 92 1
122 175 2
174 30 1
132 87 2
85 35 1
99 164 2
154 61 1
134 68 2
186 122 1
142 26 2
189 106 1
48 181 2
117 93 1
51 192 2
20 152 1
148 23 2
130 61 1
17 128 2
199 196 1
57 3 2
108 13 1
91 98 2
92 168 1
199 78 2
139 136 1
153 131 2
82 188 1
129 187 2
199 2 1
133 22 2
134 157 1
141 156 2
189 77 1
15 65 2
21 141 1
183 195 2
42 14 1
197 43 2
163 78 1
59 109 2
158 190 1
83 191 2
14 15 1
121 189 2
58 95 1
74 39 2
175 65 1
72 163 2
57 30 1
167 21 2
80 188 1
127 192 2
152 184 1
57 185 2
182 165 1
116 151 2
9 58 1
34 138 2
182 177 1
107 170 2
143 90 1
187 147 2
157 15 1
81 28 2
23 24 1
51 171 2
52 113 1
93 28 2
60 71 1
197 99 2
167 162 1
132 117 2
149 134 1
92 29 2
156 29 1
71 167 2
24 43 1
194 132 2
156 185 1
1 91 2
7 34 1
114 99 2
39 157 1
138 177 2
125 35 1
58 25 2
49 34 1
28 77 2
81 17 1
44 195 2
28 135 1
160 0 2
105 101 1
138 143 2
42 33 1
114 86 2
182 112 1
174 150 2
120 81 1
131 126 2
98 49 1
116 106 2
104 135 1
194 31 2
85 94 1
95 191 2
162 31 1
9 6 2
7 106 1
181 123 2
137 34 1
32 178 2
199 85 1
170 62 2
5 81 1
130 98 2
191 125 1
110 29 2
124 26 1
115 81 2
121 1 1
114 78 2
173 65 1
190 54 2
8 174 1
121 60 2
73 111 1
103 135 2
47 13 1
37 101 2
101 71 1
162 162 2
84 177 1
38 15 2
120 128 1
49 174 2
63 109 1
179 21 2
84 80 1
162 17 2
14 112 1
130 191 2
82 29 1
157 8 2
89 198 1
163 56 2
92 11 1
0 149 2
133 68 1
149 46 2
188 44 1
87 193 2
173 59 1
101 164 2
36 84 1
156 32 2
147 39 1
135 47 2
105 88 1
152 113 2
147 150 1
143 117 2
31 153 1
164 26 2
22 195 1
35 189 2
137 48 1
20 109 2
40 73 1
129 56 2
154 19 1
114 38 2
63 178 1
22 153 2
116 143 1
100 50 2
112 182 1
81 60 2
39 154 1
130 83 2
81 48 1
156 58 2
59 103 1
161 162 2
173 149 1
173 190 2
133 91 1
112 17 2
114 76 1
118 151 2
83 136 1
104 176 2
152 153 1
187 99 2
58 10 1
103 138 2
70 180 1
178 66 2
100 189 1
155 103 2
84 50 1
100 81 2
31 42 1
133 142 2
88 163 1
141 98 2
21 12 1
182 66 2
93 179 1
119 186 2
17 55 1
194 111 2
179 69 1
75 83 2
162 188 1
152 99 2
74 36 1
79 160 2
77 162 1
123 50 2
85 101 1
144 131 2
128 182 1
21 69 2
101 124 1
137 7 2
41 128 1
132 91 2
151 41 1
199 11 2
37 164 1
86 172 2
32 137 1
71 56 2
134 89 1
138 8 2
167 30 1
138 13 2
118 36 1
112 84 2
88 56 1
58 152 2
181 27 1
101 17 2
117 133 1
69 172 2
105 1 1
127 185 2
86 106 1
26 64 2
9 84 1
159 118 2
70 166 1
51 130 2
119 115 1
137 71 2
100 99 1
44 130 2
132 141 1
193 24 2
66 92 1
87 103 2
3 109 1
24 78 2
25 2 1
16 73 2
93 18 1
3 112 2
15 179 1
196 177 2
169 170 1
31 134 2
170 194 1
171 197 2
126 155 1
181 158 2
110 195 1
150 1 2
148 185 1
25 100 2
53 61 1
65 100 2
172 190 1
138 12 2
100 142 1
101 93 2
28 9 1
68 191 2
104 72 1
31 57 2
144 130 1
3 163 2
149 5 1
67 91 2
70 131 1
11 171 2
5 177 1
152 6 2
137 22 1
81 116 2
6 71 1
149 8 2
46 27 1
152 39 2
99 99 1
191 98 2
180 57 1
52 138 2
97 19 1
182 36 2
26 73 1
57 129 2
113 85 1
153 50 2
171 59 1
101 99 2
5 132 1
15 66 2
146 153 1
198 71 2
197 91 1
23 180 2
45 47 1
146 57 2
59 134 1
32 128 2
57 117 1
62 158 2
195 125 1
164 197 2
89 30 1
132 148 2
100 108 1
155 72 2
122 82 1
129 147 2
186 64 1
172 110 2
84 29 1
120 190 2
18 143 1
128 130 2
76 52 1
73 20 2
185 149 1
18 192 2
137 63 1
179 3 2
32 2 1
135 144 2
137 183 1
113 180 2
12 151 1
118 125 2
92 24 1
171 136 2
131 15 1
45 159 2
3 89 1
198 73 2
19 43 1
14 138 2
188 34 1
16 26 2
0 196 1
38 54 2
11 199 1
198 143 2
54 127 1
142 156 2
77 60 1
183 179 2
160 86 1
168 128 2
32 25 1
77 10 2
95 187 1
170 98 2
2 34 1
123 41 2
51 74 1
196 68 2
181 100 1
27 66 2
28 66 1
136 82 2
46 67 1
154 17 2
165 48 1
6 3 2
189 145 1
23 80 2
6 25 1
125 43 2
182 145 1
1 11 2
86 134 1
115 115 2
62 54 1
153 155 2
24 153 1
111 16 2
139 109 1
19 98 2
173 40 1
126 44 2
35 130 1
121 118 2
195 27 1
67 35 2
170 145 1
156 125 2
184 142 1
132 159 2
156 114 1
80 130 2
199 20 1
148 121 2
170 164 1
85 71 2
83 14 1
188 188 2
20 189 1
73 67 2
196 167 1
70 108 2
148 60 1
155 97 2
158 119 1
161 150 2
11 189 1
199 118 2
165 64 1
148 149 2
46 21 1
157 1 2
31 89 1
88 28 2
174 87 1
24 133 2
164 97 1
71 65 2
5 193 1
151 129 2
163 108 1
120 193 2
48 22 1
91 129 2
105 152 1
17 195 2
100 32 1
110 67 2
60 196 1
159 189 2
52 19 1
141 199 2
23 2 1
159 22 2
8 8 1
140 179 2
90 149 1
50 182 2
109 116 1
188 167 2
89 167 1
70 13 2
79 39 1
188 42 2
0 132 1
132 14 2
40 148 1
42 171 2
46 72 1
186 55 2
69 89 1
107 81 2
52 10 1
3 146 2
179 137 1
115 85 2
54 140 1
139 132 2
189 64 1
140 169 2
50 69 1
96 197 2
181 143 1
181 37 2
94 62 1
72 193 2
72 194 1
31 159 2
126 79 1
144 161 2
154 98 1
115 128 2
117 84 1
22 79 2
31 69 1
98 50 2
47 85 1
120 130 2
190 100 1
180 105 2
72 160 1
19 199 2
194 56 1
111 173 2
12 33 1
18 35 2
191 103 1
105 177 2
7 184 1
135 167 2
187 39 1
61 16 2
122 79 1
140 119 2
140 46 1
136 51 2
116 116 1
2 25 2
163 161 1
81 134 2
129 43 1
147 30 2
136 159 1
120 196 2
80 165 1
26 34 2
167 121 1
166 79 2
80 152 1
28 6 2
154 75 1
106 108 2
100 104 1
8 147 2
124 177 1
153 46 2
157 98 1
175 59 2
172 16 1
47 4 2
174 190 1
100 172 2
139 160 1
93 106 2
129 26 1
38 3 2
121 122 1
144 10 2
79 11 1
3 125 2
156 121 1
195 148 2
120 31 1
165 156 2
20 169 1
73 92 2
52 92 1
46 127 2
129 34 1
196 174 2
38 98 1
161 168 2
131 177 1
57 73 2
38 134 1
110 82 2
189 96 1
83 42 2
183 133 1
110 77 2
74 57 1
48 110 2
35 141 1
193 18 2
93 99 1
111 82 2
91 50 1
152 102 2
191 83 1
55 175 2
32 32 1
119 153 2
129 107 1
192 196 2
157 133 1
45 29 2
15 117 1
83 75 2
168 10 1
66 32 2
154 107 1
129 51 2
163 118 1
155 176 2
161 29 1
46 83 2
124 62 1
185 60 2
192 111 1
42 36 2
45 110 1
67 155 2
165 184 1
125 181 2
178 50 1
53 76 2
159 5 1
176 121 2
11 191 1
92 144 2
36 4 1
188 131 2
29 71 1
177 56 2
173 183 1
77 176 2
58 168 1
14 0 2
195 184 1
158 195 2
1 8 1
69 179 2
85 64 1
53 12 2
18 83 1
179 64 2
1 164 1
29 106 2
160 70 1
132 31 2
155 25 1
119 131 2
150 199 1
114 160 2
172 184 1
100 179 2
45 163 1
127 110 2
32 143 1
11 114 2
37 128 1
151 144 2
68 3 1
28 126 2
14 183 1
11 83 2
6 151 1
116 107 2
141 164 1
42 83 2
122 168 1
199 123 2
142 199 1
109 35 2
88 87 1
40 105 2
96 86 1
169 168 2
130 70 1
119 150 2
130 38 1
156 59 2
95 181 1
76 191 2
46 158 1
107 115 2
190 113 1
132 114 2
194 35 1
113 159 2
179 78 1
72 98 2
13 141 1
124 13 2
107 191 1
121 3 2
160 8 1
58 61 2
139 79 1
24 129 2
47 143 1
196 51 2
169 117 1
192 193 2
184 100 1
66 112 2
146 89 1
171 103 2
39 80 1
140 112 2
147 56 1
61 181 2
73 21 1
154 195 2
197 28 1
164 142 2
66 185 1
5 28 2
79 90 1
181 84 2
34 156 1
189 27 2
110 76 1
108 140 2
198 131 1
123 138 2
130 122 1
101 122 2
149 43 1
17 28 2
165 151 1
142 166 2
104 142 1
23 52 2
90 195 1
80 99 2
134 184 1
92 37 2
71 8 1
192 36 2
46 151 1
142 13 2
74 139 1
30 14 2
84 109 1
29 193 2
194 27 1
193 23 2
52 91 1
96 85 2
84 23 1
26 38 2
161 17 1
41 62 2
192 12 1
174 85 2
71 51 1
180 42 2
74 59 1
182 65 2
17 119 1
120 56 2
63 17 1
58 155 2
90 33 1
168 159 2
122 76 1
36 168 2
2 33 1
157 35 2
141 104 1
182 192 2
152 80 1
185 126 2
110 165 1
66 111 2
46 149 1
150 104 2
106 96 1
178 179 2
95 5 1
12 91 2
6 113 1
191 62 2
14 11 1
80 195 2
165 162 1
61 71 2
21 165 1
6 6 2
135 103 1
193 91 2
190 69 1
121 55 2
194 139 1
58 111 2
102 69 1
92 103 2
126 52 1
90 124 2
191 95 1
89 101 2
139 93 1
133 149 2
48 86 1
181 80 2
108 20 1
14 33 2
5 82 1
161 69 2
154 125 1
35 102 2
73 68 1
123 75 2
77 74 1
48 130 2
105 172 1
194 126 2
108 188 1
88 51 2
139 2 1
61 191 2
40 164 1
126 89 2
89 199 1
29 31 2
196 0 1
194 172 2
49 40 1
18 187 2
179 9 1
70 117 2
149 143 1
151 124 2
69 74 1
128 166 2
119 50 1
174 14 2
169 80 1
61 41 2
93 183 1
24 179 2
188 125 1
95 71 2
94 109 1
44 102 2
1 118 1
199 7 2
102 10 1
176 148 2
52 95 1
28 2 2
157 123 1
103 167 2
149 83 1
55 169 2
61 199 1
84 107 2
37 165 1
54 147 2
149 126 1
2 140 2
182 55 1
111 79 2
89 100 1
12 122 2
71 128 1
143 17 2
159 199 1
70 65 2
178 110 1
124 121 2
110 75 1
163 49 2
134 119 1
43 4 2
1 102 1
124 90 2
150 107 1
126 55 2
87 58 1
125 31 2
76 74 1
68 84 2
121 37 1
78 175 2
13 35 1
183 32 2
143 131 1
110 51 2
182 67 1
30 189 2
185 52 1
195 8 2
132 21 1
89 64 2
141 66 1
77 174 2
116 137 1
167 96 2
89 95 1
9 47 2
56 107 1
67 120 2
128 23 1
45 105 2
199 101 1
80 168 2
165 27 1
54 165 2
7 8 1
138 191 2
94 54 1
88 114 2
16 119 1
176 73 2
11 58 1
55 72 2
78 23 1
77 19 2
133 100 1
96 6 2
13 13 1
150 6 2
83 5 1
46 173 2
68 72 1
149 82 2
27 101 1
148 154 2
74 75 1
73 148 2
69 34 1
109 18 2
63 2 1
10 87 2
127 169 1
151 132 2
49 172 1
63 19 2
100 13 1
166 67 2
185 77 1
35 145 2
91 163 1
118 162 2
67 44 1
117 21 2
119 81 1
17 165 2
42 142 1
192 189 2
124 189 1
169 109 2
15 121 1
111 58 2
33 53 1
94 185 2
197 104 1
112 184 2
44 22 1
185 73 2
54 75 1
43 98 2
147 74 1
138 138 2
123 6 1
102 177 2
76 59 1
10 149 2
92 77 1
67 67 2
187 105 1
169 181 2
87 34 1
18 11 2
21 193 1
163 13 2
25 135 1
117 134 2
143 6 1
128 8 2
178 152 1
70 147 2
172 37 1
88 125 2
95 198 1
57 106 2
128 46 1
8 187 2
24 162 1
27 55 2
79 18 1
82 23 2
179 127 1
18 138 2
156 129 1
163 15 2
12 119 1
71 165 2
104 150 1
100 156 2
106 98 1
176 164 2
101 26 1
198 18 2
30 188 1
73 46 2
109 19 1
4 130 2
109 92 1
9 103 2
110 3 1
103 187 2
174 50 1
54 100 2
100 101 1
31 114 2
10 108 1
112 122 2
47 31 1
93 10 2
149 176 1
148 137 2
41 170 1
151 6 2
127 103 1
40 48 2
129 72 1
113 149 2
117 16 1
33 198 2
62 115 1
51 185 2
156 128 1
76 38 2
5 24 1
93 13 2
184 176 1
152 174 2
190 117 1
194 156 2
89 22 1
101 126 2
78 169 1
153 186 2
73 142 1
132 108 2
154 137 1
112 108 2
25 94 1
6 19 2
110 177 1
106 127 2
7 55 1
181 117 2
169 99 1
152 177 2
112 30 1
57 168 2
161 137 1
145 144 2
185 14 1
174 179 2
64 119 1
180 125 2
133 59 1
105 79 2
107 20 1
72 195 2
84 118 1
66 45 2
111 86 1
46 47 2
7 52 1
123 149 2
0 66 1
194 120 2
78 33 1
9 95 2
4 132 1
52 103 2
170 14 1
90 143 2
71 179 1
137 197 2
163 142 1
38 175 2
4 59 1
83 133 2
159 176 1
195 157 2
115 39 1
86 2 2
59 59 1
118 183 2
58 90 1
2 21 2
193 105 1
33 133 2
42 79 1
133 110 2
176 179 1
6 103 2
175 7 1
69 13 2
128 4 1
120 21 2
59 165 1
136 95 2
168 114 1
112 199 2
168 146 1
88 65 2
26 179 1
23 22 2
134 24 1
61 58 2
31 72 1
4 171 2
8 100 1
199 75 2
53 114 1
107 157 2
149 167 1
72 44 2
97 69 1
6 95 2
116 66 1
153 81 2
76 130 1
106 133 2
54 59 1
89 40 2
133 24 1
54 20 2
152 0 1
137 174 2
127 166 1
4 77 2
51 168 1
127 5 2
144 192 1
22 169 2
36 153 1
80 81 2
12 143 1
50 41 2
132 179 1
100 60 2
116 104 1
89 143 2
